Date and Time,Temperature [°C],Humidity [%RH],Wind Speed [m/s],Gust Speed [m/s],Wind Direction,Rain [mm],Battery Status
2023-09-30 15:42:19.506435,25.7,40,0.6,1.3,SW,17.1,OK
2023-09-30 15:43:07.800001,25.7,40,0.6,1.0,SW,17.1,OK
2023-09-30 15:43:55.502987,25.7,41,0.6,1.0,W,17.1,OK
2023-09-30 15:43:56.073307,25.7,41,0.6,1.0,W,17.1,OK
2023-09-30 15:44:43.834064,25.8,41,0.3,0.6,SW,17.1,OK
2023-09-30 15:45:31.502448,25.9,41,0.6,1.0,E,17.1,OK
2023-09-30 15:45:32.082940,25.9,41,0.6,1.0,E,17.1,OK
2023-09-30 15:46:19.852168,25.9,41,0.6,1.3,SE,17.1,OK
2023-09-30 15:47:07.500021,26.0,41,0.6,1.0,SE,17.1,OK
2023-09-30 15:47:08.092533,26.0,41,0.6,1.0,SE,17.1,OK
2023-09-30 15:47:55.881880,26.0,41,0.6,1.0,E,17.1,OK
2023-09-30 15:48:43.493666,25.9,40,1.7,2.0,SE,17.1,OK
2023-09-30 15:48:44.071891,25.9,40,1.7,2.0,SE,17.1,OK
2023-09-30 15:49:31.843617,25.8,41,0.6,1.0,SE,17.1,OK
2023-09-30 15:50:19.491504,25.7,41,1.0,1.7,SSE,17.1,OK
2023-09-30 15:50:19.994007,25.7,41,1.0,1.7,SSE,17.1,OK
2023-09-30 15:51:07.863459,25.7,41,1.3,1.7,SSE,17.1,OK
2023-09-30 15:51:55.494045,25.6,41,1.0,1.7,W,17.1,OK
2023-09-30 15:51:56.054822,25.6,41,1.0,1.7,W,17.1,OK
2023-09-30 15:53:32.100627,25.7,41,0.3,0.6,W,17.1,OK
2023-09-30 15:54:19.495561,25.8,41,1.0,1.3,WSW,17.1,OK
2023-09-30 15:55:07.492121,25.9,41,1.0,1.7,SW,17.1,OK
2023-09-30 15:55:55.709024,25.9,42,1.3,1.7,SW,17.1,OK
2023-09-30 15:56:43.490739,26.0,42,0.3,0.6,NW,17.1,OK
2023-09-30 15:57:31.862064,26.1,42,0.3,0.6,N,17.1,OK
2023-09-30 15:58:19.487061,26.2,42,0.3,0.6,N,17.1,OK
2023-09-30 15:58:20.027259,26.2,42,0.3,0.6,N,17.1,OK
2023-09-30 15:59:07.831924,26.4,41,0.3,0.6,N,17.1,OK
2023-09-30 15:59:55.484644,26.5,41,0.3,0.6,SW,17.1,OK
2023-09-30 15:59:56.087857,26.5,41,0.3,0.6,SW,17.1,OK
2023-09-30 16:00:43.837542,26.6,41,0.3,0.6,W,17.1,OK
2023-09-30 16:01:31.481632,26.8,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:01:32.026070,26.8,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:02:19.756754,26.9,41,0.3,0.6,W,17.1,OK
2023-09-30 16:03:07.483688,27.0,41,0.3,0.6,W,17.1,OK
2023-09-30 16:03:08.078618,27.0,41,0.3,0.6,W,17.1,OK
2023-09-30 16:03:55.835740,27.0,40,0.3,0.6,NW,17.1,OK
2023-09-30 16:04:43.478852,26.9,40,0.6,1.0,N,17.1,OK
2023-09-30 16:04:44.072970,26.9,40,0.6,1.0,N,17.1,OK
2023-09-30 16:05:31.853565,26.8,40,0.6,1.0,N,17.1,OK
2023-09-30 16:06:19.481411,26.8,40,0.6,1.0,N,17.1,OK
2023-09-30 16:07:07.845515,26.8,40,0.0,0.6,E,17.1,OK
2023-09-30 16:07:55.970496,26.8,40,1.0,1.7,SSE,17.1,OK
2023-09-30 16:09:31.474334,26.5,40,0.3,0.6,SW,17.1,OK
2023-09-30 16:10:19.618269,26.4,41,0.0,0.3,SW,17.1,OK
2023-09-30 16:11:07.471958,26.4,41,0.0,0.3,SW,17.1,OK
2023-09-30 16:11:55.759133,26.5,41,0.3,0.6,SE,17.1,OK
2023-09-30 16:12:43.470085,26.5,41,0.3,0.6,S,17.1,OK
2023-09-30 16:13:31.769588,26.4,41,0.3,0.6,S,17.1,OK
2023-09-30 16:14:19.468695,26.4,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:14:20.002303,26.4,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:15:07.635282,26.3,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:15:55.459803,26.2,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:16:43.762983,26.1,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:17:31.458534,26.1,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:17:32.001051,26.1,41,0.3,0.6,NW,17.1,OK
2023-09-30 16:18:19.786174,26.0,41,0.3,1.0,NW,17.1,OK
2023-09-30 16:19:07.452602,25.9,41,0.6,1.0,NNW,17.1,OK
2023-09-30 16:19:07.961378,25.9,41,0.6,1.0,NNW,17.1,OK
2023-09-30 16:19:55.682147,25.7,41,1.0,1.3,NW,17.1,OK
2023-09-30 16:20:43.457949,25.6,42,1.0,1.3,N,17.1,OK
2023-09-30 16:21:31.715451,25.3,42,1.3,1.7,NW,17.1,OK
2023-09-30 16:22:19.451067,25.0,42,1.0,1.3,NW,17.1,OK
2023-09-30 16:22:19.958537,25.0,42,1.0,1.3,NW,17.1,OK
2023-09-30 16:23:55.962576,24.6,43,1.0,1.3,NNW,17.1,OK
2023-09-30 16:24:43.518268,24.4,43,1.0,1.3,NW,17.1,OK
2023-09-30 16:25:31.446952,24.3,44,0.3,1.0,NW,17.1,OK
2023-09-30 16:26:19.655390,24.2,44,0.3,1.0,NW,17.1,OK
2023-09-30 16:27:07.443444,24.1,45,1.3,1.7,NW,17.1,OK
2023-09-30 16:27:55.773047,23.7,45,1.3,1.7,NW,17.1,OK
2023-09-30 16:28:43.441991,23.4,45,1.0,1.3,NW,17.1,OK
2023-09-30 16:28:43.962949,23.4,45,1.0,1.3,NW,17.1,OK
2023-09-30 16:29:31.772188,23.2,46,1.0,1.3,N,17.1,OK
2023-09-30 16:30:19.435839,22.8,46,1.0,1.3,NW,17.1,OK
2023-09-30 16:30:19.947877,22.8,46,1.0,1.3,NW,17.1,OK
2023-09-30 16:31:07.744227,22.6,47,0.6,1.0,N,17.1,OK
2023-09-30 16:31:55.434569,22.3,51,0.6,1.0,NW,17.1,OK
2023-09-30 16:31:56.003572,22.3,51,0.6,1.0,NW,17.1,OK
2023-09-30 16:32:43.698657,22.0,52,0.6,1.3,NW,17.1,OK
2023-09-30 16:33:31.435069,21.8,52,0.6,1.0,NW,17.1,OK
2023-09-30 16:34:19.783395,21.5,53,1.3,1.7,N,17.1,OK
2023-09-30 16:35:07.435377,21.2,53,1.3,1.7,NW,17.1,OK
2023-09-30 16:35:55.712472,21.0,54,1.3,2.0,NW,17.1,OK
2023-09-30 16:36:43.431930,20.8,55,1.3,2.0,NW,17.1,OK
2023-09-30 16:37:31.781763,20.6,55,1.0,1.3,NNW,17.1,OK
2023-09-30 16:38:19.789635,20.4,56,1.0,1.7,NW,17.1,OK
2023-09-30 16:39:07.422319,20.3,56,0.6,1.0,NW,17.1,OK
2023-09-30 16:39:55.428227,20.2,57,0.3,0.6,NW,17.1,OK
2023-09-30 16:40:43.634758,20.2,58,0.3,0.6,NW,17.1,OK
2023-09-30 16:41:31.423992,20.1,59,1.0,1.3,N,17.1,OK
2023-09-30 16:43:07.422517,19.8,60,1.7,2.3,NW,17.1,OK
2023-09-30 16:43:07.953947,19.8,60,1.7,2.3,NW,17.1,OK
2023-09-30 16:43:55.796366,19.7,60,1.7,2.3,NW,17.1,OK
2023-09-30 16:44:43.418176,19.6,60,1.7,2.3,NW,17.1,OK
2023-09-30 16:44:43.979545,19.6,60,1.7,2.3,NW,17.1,OK
2023-09-30 16:45:31.730997,19.4,60,1.3,2.0,N,17.1,OK
2023-09-30 16:46:19.416213,19.3,60,1.3,2.0,NW,17.1,OK
2023-09-30 16:46:19.971513,19.3,60,1.3,2.0,NW,17.1,OK
2023-09-30 16:47:07.745752,19.2,61,1.3,1.7,NW,17.1,OK
2023-09-30 16:47:55.417171,19.2,61,1.7,2.3,NW,17.1,OK
2023-09-30 16:47:55.938478,19.2,61,1.7,2.3,NW,17.1,OK
2023-09-30 16:48:43.789659,19.1,61,1.7,2.3,NW,17.1,OK
2023-09-30 16:49:31.409153,19.0,61,1.7,2.3,NW,17.1,OK
2023-09-30 16:49:31.941530,19.0,61,1.7,2.3,NW,17.1,OK
2023-09-30 16:50:19.799794,19.0,61,2.3,2.7,NW,17.1,OK
2023-09-30 16:51:07.410246,19.0,61,2.3,2.7,NW,17.1,OK
2023-09-30 16:51:07.985738,19.0,61,2.3,2.7,NW,17.1,OK
2023-09-30 16:51:55.638954,18.9,61,2.3,2.7,NW,17.1,OK
2023-09-30 16:52:43.996613,18.9,62,1.7,2.3,N,17.1,OK
2023-09-30 16:54:19.404881,18.8,62,1.7,2.3,NW,17.1,OK
2023-09-30 16:55:07.541524,18.7,62,2.0,3.0,NW,17.1,OK
2023-09-30 16:55:55.399155,18.7,62,2.0,3.0,NW,17.1,OK
2023-09-30 16:56:43.752564,18.6,63,2.0,2.3,N,17.1,OK
2023-09-30 16:57:31.400529,18.5,63,1.3,1.7,NW,17.1,OK
2023-09-30 16:58:19.746295,18.5,63,1.3,1.7,NW,17.1,OK
2023-09-30 16:59:07.395963,18.4,63,1.3,2.0,NW,17.1,OK
2023-09-30 16:59:07.957350,18.4,63,1.3,2.0,NW,17.1,OK
2023-09-30 16:59:55.768552,18.4,64,1.3,1.7,NW,17.1,OK
2023-09-30 17:00:43.403503,18.4,64,1.0,1.3,NW,17.1,OK
2023-09-30 17:00:43.945363,18.4,64,1.0,1.3,NW,17.1,OK
2023-09-30 17:01:31.773229,18.4,64,2.3,3.0,N,17.1,OK
2023-09-30 17:02:19.393914,18.4,63,2.0,3.0,NW,17.1,OK
2023-09-30 17:02:19.977831,18.4,63,2.0,3.0,NW,17.1,OK
2023-09-30 17:03:07.756719,18.4,63,2.0,3.0,NW,17.1,OK
2023-09-30 17:03:55.388312,18.4,63,1.7,2.3,NW,17.1,OK
2023-09-30 17:03:55.961738,18.4,63,1.7,2.3,NW,17.1,OK
2023-09-30 17:04:43.751567,18.4,63,1.7,2.3,NW,17.1,OK
2023-09-30 17:05:31.387049,18.5,63,2.3,3.0,NW,17.1,OK
2023-09-30 17:05:31.950315,18.5,63,2.3,3.0,NW,17.1,OK
2023-09-30 17:06:19.732805,18.5,63,2.0,2.3,N,17.1,OK
2023-09-30 17:07:07.384797,18.5,63,1.0,1.7,NW,17.1,OK
2023-09-30 17:08:44.003973,18.5,64,1.3,1.7,NW,17.1,OK
2023-09-30 17:09:31.449311,18.5,64,1.0,1.7,N,17.1,OK
2023-09-30 17:10:19.387068,18.4,64,1.3,2.0,NW,17.1,OK
2023-09-30 17:11:07.660795,18.4,64,1.3,2.0,N,17.1,OK
2023-09-30 17:11:55.389519,18.3,64,0.6,1.3,SW,17.1,OK
2023-09-30 17:12:43.571891,18.3,64,0.6,1.3,NW,17.1,OK
2023-09-30 17:13:31.387035,18.3,64,0.6,1.0,N,17.1,OK
2023-09-30 17:13:31.958177,18.3,64,0.6,1.0,N,17.1,OK
2023-09-30 17:14:19.669505,18.2,64,1.0,2.3,NNW,17.1,OK
2023-09-30 17:15:07.382309,18.2,64,1.3,2.3,NW,17.1,OK
2023-09-30 17:15:07.932854,18.2,64,1.3,2.3,NW,17.1,OK
2023-09-30 17:15:55.728004,18.2,64,1.7,2.7,W,17.1,OK
2023-09-30 17:16:43.382951,18.2,64,1.0,1.7,N,17.1,OK
2023-09-30 17:17:31.767719,18.2,64,2.0,2.7,W,17.1,OK
2023-09-30 17:18:19.379373,18.2,64,2.0,2.7,N,17.1,OK
2023-09-30 17:18:19.984746,18.2,64,2.0,2.7,N,17.1,OK
2023-09-30 17:19:07.714195,18.2,64,1.3,2.0,N,17.1,OK
2023-09-30 17:19:55.376756,18.2,64,1.7,2.7,NW,17.1,OK
2023-09-30 17:19:55.987101,18.2,64,1.7,2.7,NW,17.1,OK
2023-09-30 17:20:43.574329,18.2,64,2.0,2.7,NW,17.1,OK
2023-09-30 17:21:31.375243,18.2,64,2.0,2.7,NW,17.1,OK
2023-09-30 17:21:31.920406,18.2,64,2.0,2.7,NW,17.1,OK
2023-09-30 17:22:19.782729,18.1,64,2.0,2.7,NW,17.1,OK
2023-09-30 17:23:07.926356,18.1,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:23:55.356021,18.1,65,1.0,1.7,N,17.1,OK
2023-09-30 17:24:43.374673,18.0,65,1.0,1.3,N,17.1,OK
2023-09-30 17:25:31.568380,18.0,65,0.6,1.3,N,17.1,OK
2023-09-30 17:26:19.368055,18.0,65,1.3,1.7,NE,17.1,OK
2023-09-30 17:27:07.762885,18.0,65,1.3,3.4,NW,17.1,OK
2023-09-30 17:27:55.361844,17.9,65,2.0,3.4,WNW,17.1,OK
2023-09-30 17:28:43.767673,17.9,65,1.0,1.3,N,17.1,OK
2023-09-30 17:29:31.360828,17.9,65,1.0,1.3,N,17.1,OK
2023-09-30 17:29:31.894277,17.9,65,1.0,1.3,N,17.1,OK
2023-09-30 17:30:19.716627,17.9,65,0.6,1.0,W,17.1,OK
2023-09-30 17:31:07.359410,17.9,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:31:07.940741,17.9,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:32:43.360850,17.9,65,1.0,1.7,N,17.1,OK
2023-09-30 17:32:43.960187,17.9,65,1.0,1.7,N,17.1,OK
2023-09-30 17:33:31.733571,17.9,65,2.0,2.3,NW,17.1,OK
2023-09-30 17:34:19.353130,17.9,65,2.0,2.7,SW,17.1,OK
2023-09-30 17:34:19.979677,17.9,65,2.0,2.7,SW,17.1,OK
2023-09-30 17:35:07.712026,17.9,65,1.7,2.7,NW,17.1,OK
2023-09-30 17:35:55.359685,17.9,65,2.0,2.7,N,17.1,OK
2023-09-30 17:36:43.733482,17.9,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:37:31.946029,17.9,65,3.0,4.4,ENE,17.1,OK
2023-09-30 17:39:07.351897,17.8,65,1.3,2.0,W,17.1,OK
2023-09-30 17:39:55.474560,17.9,65,2.3,3.0,NW,17.1,OK
2023-09-30 17:40:43.348257,17.8,65,1.0,1.7,NE,17.1,OK
2023-09-30 17:41:31.687268,17.8,65,1.3,1.7,SE,17.1,OK
2023-09-30 17:42:19.343623,17.8,65,1.0,1.7,NW,17.1,OK
2023-09-30 17:43:55.343350,17.8,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:43:55.889712,17.8,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:44:43.660995,17.8,65,0.6,1.3,NE,17.1,OK
2023-09-30 17:45:31.342906,17.8,65,1.0,2.0,NW,17.1,OK
2023-09-30 17:45:31.865196,17.8,65,1.0,2.0,NW,17.1,OK
2023-09-30 17:46:19.679385,17.8,65,1.3,2.0,NNE,17.1,OK
2023-09-30 17:47:07.342256,17.7,65,1.0,1.3,N,17.1,OK
2023-09-30 17:47:55.591919,17.7,65,1.0,1.7,NW,17.1,OK
2023-09-30 17:48:43.335866,17.7,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:48:43.893252,17.7,65,0.6,1.3,NW,17.1,OK
2023-09-30 17:49:31.708608,17.7,65,0.6,1.3,N,17.1,OK
2023-09-30 17:50:19.338195,17.7,65,1.0,1.3,SW,17.1,OK
2023-09-30 17:50:19.912834,17.7,65,1.0,1.3,SW,17.1,OK
2023-09-30 17:51:07.500251,17.7,65,1.0,1.3,SW,17.1,OK
2023-09-30 17:51:55.336958,17.6,65,1.0,1.3,N,17.1,OK
2023-09-30 17:53:31.947684,17.6,66,0.6,1.3,NW,17.1,OK
2023-09-30 17:54:19.382425,17.6,66,0.6,1.0,N,17.1,OK
2023-09-30 17:55:07.327389,17.5,66,1.0,1.3,N,17.1,OK
2023-09-30 17:55:55.595337,17.5,66,1.7,3.4,N,17.1,OK
2023-09-30 17:56:43.321127,17.5,66,2.3,3.4,N,17.1,OK
2023-09-30 17:57:31.631043,17.5,66,0.6,1.0,NW,17.1,OK
2023-09-30 17:58:19.323735,17.5,66,1.7,2.3,N,17.1,OK
2023-09-30 17:59:07.635978,17.5,66,1.7,2.0,N,17.1,OK
2023-09-30 17:59:55.324525,17.5,66,1.3,1.7,N,17.1,OK
2023-09-30 17:59:55.867094,17.5,66,1.3,1.7,N,17.1,OK
2023-09-30 18:00:43.637390,17.5,66,1.0,1.7,W,17.1,OK
2023-09-30 18:01:31.318308,17.5,66,0.6,1.0,NW,17.1,OK
2023-09-30 18:01:31.836824,17.5,66,0.6,1.0,NW,17.1,OK
2023-09-30 18:02:19.666920,17.5,66,0.6,1.7,NW,17.1,OK
2023-09-30 18:03:07.315840,17.5,66,1.3,2.0,NW,17.1,OK
2023-09-30 18:03:55.607779,17.5,66,1.0,1.3,WNW,17.1,OK
2023-09-30 18:04:43.316675,17.5,66,1.0,1.3,N,17.1,OK
2023-09-30 18:04:43.867842,17.5,66,1.0,1.3,N,17.1,OK
2023-09-30 18:05:31.599433,17.5,66,0.6,1.3,NW,17.1,OK
2023-09-30 18:06:19.312093,17.4,70,0.6,1.3,NW,17.1,OK
2023-09-30 18:07:07.623197,17.4,70,0.6,1.0,NW,17.1,OK
2023-09-30 18:07:55.837754,17.4,70,0.6,0.6,NNE,17.1,OK
2023-09-30 18:08:43.291780,17.4,70,0.6,1.0,NW,17.1,OK
2023-09-30 18:09:31.306533,17.4,70,1.0,1.3,NNW,17.1,OK
2023-09-30 18:10:19.504233,17.3,70,1.3,2.0,NW,17.1,OK
2023-09-30 18:11:07.307651,17.3,70,1.3,2.0,NW,17.1,OK
2023-09-30 18:11:55.660760,17.3,70,1.7,2.3,NW,17.1,OK
2023-09-30 18:12:43.304728,17.3,70,1.7,2.3,NW,17.1,OK
2023-09-30 18:12:43.821291,17.3,70,1.7,2.3,NW,17.1,OK
2023-09-30 18:13:31.476689,17.3,70,2.0,2.7,NW,17.1,OK
2023-09-30 18:14:19.301286,17.3,70,1.7,2.0,NW,17.1,OK
2023-09-30 18:14:19.810660,17.3,70,1.7,2.0,NW,17.1,OK
2023-09-30 18:15:07.525347,17.3,70,1.3,2.0,WNW,17.1,OK
2023-09-30 18:15:55.303213,17.3,70,1.3,1.7,N,17.1,OK
2023-09-30 18:15:55.817489,17.3,70,1.3,1.7,N,17.1,OK
2023-09-30 18:16:43.603878,17.3,70,1.3,1.7,NW,17.1,OK
2023-09-30 18:17:31.298552,17.3,71,1.0,1.7,NW,17.1,OK
2023-09-30 18:17:31.806085,17.3,71,1.0,1.7,NW,17.1,OK
2023-09-30 18:18:19.610348,17.3,71,2.0,2.7,N,17.1,OK
2023-09-30 18:19:07.295176,17.2,71,1.3,2.3,NW,17.1,OK
2023-09-30 18:19:07.821688,17.2,71,1.3,2.3,NW,17.1,OK
2023-09-30 18:19:55.615011,17.2,71,1.7,2.0,NW,17.1,OK
2023-09-30 18:20:43.291637,17.2,71,2.3,3.4,NW,17.1,OK
2023-09-30 18:21:31.474752,17.1,71,1.7,2.3,NW,17.1,OK
2023-09-30 18:22:19.772340,17.1,71,1.3,2.0,NW,17.1,OK
2023-09-30 18:23:55.291917,17.0,71,2.3,3.0,W,17.1,OK
2023-09-30 18:24:43.409872,17.0,71,1.7,2.3,N,17.1,OK
2023-09-30 18:25:31.289597,17.0,71,1.7,2.3,N,17.1,OK
2023-09-30 18:26:19.623323,17.0,71,2.0,2.7,NW,17.1,OK
2023-09-30 18:27:07.287183,17.0,71,1.3,2.0,NW,17.1,OK
2023-09-30 18:27:55.639687,17.0,71,0.6,1.3,NW,17.1,OK
2023-09-30 18:28:43.285356,17.0,71,1.0,1.3,W,17.1,OK
2023-09-30 18:29:31.608774,17.0,71,1.7,2.7,NW,17.1,OK
2023-09-30 18:30:19.280202,17.0,71,2.0,3.4,NW,17.1,OK
2023-09-30 18:31:07.601721,17.0,71,2.0,3.4,W,17.1,OK
2023-09-30 18:31:55.281345,17.0,71,1.3,1.7,W,17.1,OK
2023-09-30 18:31:55.852786,17.0,71,1.3,1.7,W,17.1,OK
2023-09-30 18:32:43.651946,17.0,71,1.0,1.3,NW,17.1,OK
2023-09-30 18:33:31.275485,17.0,71,1.3,2.3,NW,17.1,OK
2023-09-30 18:34:19.596973,17.0,71,1.0,2.0,N,17.1,OK
2023-09-30 18:35:07.274654,17.0,71,1.0,1.3,N,17.1,OK
2023-09-30 18:35:07.835250,17.0,71,1.0,1.3,N,17.1,OK
2023-09-30 18:35:55.614250,17.0,71,1.3,1.7,NNE,17.1,OK
2023-09-30 18:36:43.270844,17.0,71,1.0,1.3,NW,17.1,OK
2023-09-30 18:38:19.843223,17.0,71,2.7,3.4,NNE,17.1,OK
2023-09-30 18:39:07.312930,17.1,71,2.0,2.7,NNW,17.1,OK
2023-09-30 18:39:55.268762,17.1,71,0.6,1.3,W,17.1,OK
2023-09-30 18:41:31.265013,17.1,71,2.7,3.4,NW,17.1,OK
2023-09-30 18:42:19.623691,17.1,71,2.0,3.0,NW,17.1,OK
2023-09-30 18:43:07.262319,17.1,71,2.7,3.0,NNW,17.1,OK
2023-09-30 18:43:07.772910,17.1,71,2.7,3.0,NNW,17.1,OK
2023-09-30 18:44:43.261660,17.0,71,1.3,2.0,N,17.1,OK
2023-09-30 18:44:43.787306,17.0,71,1.3,2.0,N,17.1,OK
2023-09-30 18:45:31.437769,17.0,71,0.6,1.0,WSW,17.1,OK
2023-09-30 18:46:19.259402,17.0,71,0.6,1.0,W,17.1,OK
2023-09-30 18:47:07.558428,16.9,71,1.0,1.3,SW,17.1,OK
2023-09-30 18:47:55.256515,16.9,71,1.0,1.3,E,17.1,OK
2023-09-30 18:47:55.759657,16.9,71,1.0,1.3,E,17.1,OK
2023-09-30 18:48:43.606391,16.9,71,0.6,1.7,NW,17.1,OK
2023-09-30 18:49:31.255062,16.9,71,1.3,2.0,W,17.1,OK
2023-09-30 18:49:31.826068,16.9,71,1.3,2.0,W,17.1,OK
2023-09-30 18:50:19.504686,16.8,71,1.7,2.0,NW,17.1,OK
2023-09-30 18:51:07.254575,16.8,71,1.3,2.0,W,17.1,OK
2023-09-30 18:51:07.770525,16.8,71,1.3,2.0,W,17.1,OK
2023-09-30 18:51:55.413195,16.8,71,2.7,3.4,SSE,17.1,OK
2023-09-30 18:52:43.805091,16.8,71,2.3,3.4,NE,17.1,OK
2023-09-30 18:54:19.248473,16.8,71,1.0,1.3,W,17.1,OK
2023-09-30 18:55:07.430343,16.7,71,0.6,1.3,NW,17.1,OK
2023-09-30 18:55:55.244920,16.7,71,2.0,2.7,NW,17.1,OK
2023-09-30 18:56:43.569857,16.7,71,2.0,2.7,NW,17.1,OK
2023-09-30 18:57:31.241487,16.7,71,1.7,2.3,NW,17.1,OK
2023-09-30 18:57:31.746565,16.7,71,1.7,2.3,NW,17.1,OK
2023-09-30 18:58:19.572022,16.7,71,2.0,2.7,NW,17.1,OK
2023-09-30 18:59:07.237109,16.7,71,1.3,1.7,NW,17.1,OK
2023-09-30 18:59:55.557740,16.7,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:00:43.234643,16.7,71,2.0,2.3,NW,17.1,OK
2023-09-30 19:00:43.751638,16.7,71,2.0,2.3,NW,17.1,OK
2023-09-30 19:01:31.543392,16.7,71,2.7,3.4,ESE,17.1,OK
2023-09-30 19:02:19.239997,16.7,71,1.3,2.0,WNW,17.1,OK
2023-09-30 19:02:19.845019,16.7,71,1.3,2.0,WNW,17.1,OK
2023-09-30 19:03:07.547972,16.7,71,0.6,1.3,SW,17.1,OK
2023-09-30 19:03:55.237669,16.7,71,1.3,2.7,WNW,17.1,OK
2023-09-30 19:03:55.748674,16.7,71,1.3,2.7,WNW,17.1,OK
2023-09-30 19:04:43.511419,16.7,71,1.3,2.0,WNW,17.1,OK
2023-09-30 19:05:31.232143,16.6,71,1.3,2.3,WSW,17.1,OK
2023-09-30 19:05:31.749243,16.6,71,1.3,2.3,WSW,17.1,OK
2023-09-30 19:06:19.551174,16.6,71,1.3,2.0,W,17.1,OK
2023-09-30 19:07:07.232768,16.6,71,1.0,1.3,WNW,17.1,OK
2023-09-30 19:08:43.228195,16.6,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:08:43.750356,16.6,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:09:31.335173,16.6,71,1.0,3.4,NW,17.1,OK
2023-09-30 19:10:19.227986,16.6,71,3.0,3.4,NNW,17.1,OK
2023-09-30 19:11:07.547810,16.6,71,1.7,2.3,SE,17.1,OK
2023-09-30 19:11:55.230378,16.5,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:12:43.533355,16.5,71,3.4,4.0,N,17.1,OK
2023-09-30 19:13:31.225137,16.6,71,3.4,4.0,NW,17.1,OK
2023-09-30 19:13:31.756112,16.6,71,3.4,4.0,NW,17.1,OK
2023-09-30 19:14:19.358910,16.6,71,1.7,2.7,NW,17.1,OK
2023-09-30 19:15:07.728594,16.6,71,1.0,1.3,NW,17.1,OK
2023-09-30 19:15:55.526289,16.5,71,2.0,2.7,WSW,17.1,OK
2023-09-30 19:16:43.221089,16.5,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:16:43.899227,16.5,71,1.3,2.0,NW,17.1,OK
2023-09-30 19:17:31.507007,16.5,71,1.3,2.0,W,17.1,OK
2023-09-30 19:18:19.218787,16.5,70,1.0,1.7,NE,17.1,OK
2023-09-30 19:18:19.873711,16.5,70,1.0,1.7,NE,17.1,OK
2023-09-30 19:19:07.637612,16.5,70,1.0,1.3,NE,17.1,OK
2023-09-30 19:19:55.216165,16.5,70,2.3,3.0,NW,17.1,OK
2023-09-30 19:19:55.720111,16.5,70,2.3,3.0,NW,17.1,OK
2023-09-30 19:20:43.500067,16.5,70,2.3,3.0,NW,17.1,OK
2023-09-30 19:21:31.213748,16.5,70,1.0,1.3,NW,17.1,OK
2023-09-30 19:23:07.733316,16.5,70,1.0,1.3,N,17.1,OK
2023-09-30 19:23:55.239042,16.5,70,1.7,2.7,NW,17.1,OK
2023-09-30 19:24:43.215036,16.4,70,1.3,2.0,N,17.1,OK
2023-09-30 19:25:31.451655,16.5,70,1.7,2.0,N,17.1,OK
2023-09-30 19:26:19.212459,16.5,70,2.0,2.7,N,17.1,OK
2023-09-30 19:27:07.486245,16.5,70,2.0,3.0,N,17.1,OK
2023-09-30 19:27:55.206939,16.5,70,2.3,3.0,NW,17.1,OK
2023-09-30 19:27:55.708010,16.5,70,2.3,3.0,NW,17.1,OK
2023-09-30 19:28:43.522751,16.5,70,2.3,3.7,NW,17.1,OK
2023-09-30 19:29:31.202490,16.5,70,2.7,3.7,SW,17.1,OK
2023-09-30 19:30:19.513469,16.5,70,1.0,1.7,NNE,17.1,OK
2023-09-30 19:31:07.203210,16.5,70,0.6,1.0,S,17.1,OK
2023-09-30 19:31:07.742099,16.5,70,0.6,1.0,S,17.1,OK
2023-09-30 19:31:55.532768,16.5,70,1.0,1.7,NW,17.1,OK
2023-09-30 19:32:43.199539,16.5,70,1.7,2.3,NW,17.1,OK
2023-09-30 19:32:43.712685,16.5,70,1.7,2.3,NW,17.1,OK
2023-09-30 19:33:31.461377,16.4,70,1.3,2.3,NW,17.1,OK
2023-09-30 19:34:19.202271,16.4,70,1.3,2.3,S,17.1,OK
2023-09-30 19:34:19.843246,16.4,70,1.3,2.3,S,17.1,OK
2023-09-30 19:35:07.400041,16.4,70,1.0,1.3,W,17.1,OK
2023-09-30 19:35:55.201587,16.4,70,0.6,1.0,W,17.1,OK
2023-09-30 19:35:55.744724,16.4,70,0.6,1.0,W,17.1,OK
2023-09-30 19:36:43.638477,16.4,70,1.0,2.0,N,17.1,OK
2023-09-30 19:37:31.598102,16.3,70,1.3,2.0,W,17.1,OK
